id,transit_server_type
2994,transit_server_type_35
2994,transit_server_type_34
8282,transit_server_type_34
8282,transit_server_type_35
10174,transit_server_type_34
10174,transit_server_type_35
2495,transit_server_type_35
2495,transit_server_type_34
1499,transit_server_type_35
923,transit_server_type_34
923,transit_server_type_35
11,transit_server_type_34
11,transit_server_type_35
10801,transit_server_type_35
9591,transit_server_type_35
4109,transit_server_type_34
4109,transit_server_type_35
6568,transit_server_type_34
6568,transit_server_type_35
1534,transit_server_type_35
1534,transit_server_type_34
17737,transit_server_type_11
14174,transit_server_type_20
13486,transit_server_type_11
14967,transit_server_type_11
17446,transit_server_type_11
6665,transit_server_type_11
3900,transit_server_type_11
4226,transit_server_type_11
15258,transit_server_type_11
875,transit_server_type_11
1009,transit_server_type_20
3020,transit_server_type_35
3020,transit_server_type_34
12594,transit_server_type_35
12594,transit_server_type_34
13380,transit_server_type_34
13380,transit_server_type_35
17145,transit_server_type_35
17145,transit_server_type_34
17145,transit_server_type_20
279,transit_server_type_35
6499,transit_server_type_35
6499,transit_server_type_34
1985,transit_server_type_35
1985,transit_server_type_34
16039,transit_server_type_35
16039,transit_server_type_34
5920,transit_server_type_34
5920,transit_server_type_35
13101,transit_server_type_35
13101,transit_server_type_34
3175,transit_server_type_35
3175,transit_server_type_34
13021,transit_server_type_35
13021,transit_server_type_34
955,transit_server_type_20
955,transit_server_type_35
488,transit_server_type_35
10083,transit_server_type_34
10083,transit_server_type_35
3506,transit_server_type_35
9362,transit_server_type_34
9362,transit_server_type_35
9362,transit_server_type_20
15431,transit_server_type_20
5956,transit_server_type_34
5956,transit_server_type_35
11462,transit_server_type_20
11462,transit_server_type_35
14719,transit_server_type_35
14719,transit_server_type_21
4342,transit_server_type_34
4342,transit_server_type_20
4342,transit_server_type_35
14199,transit_server_type_35
11505,transit_server_type_34
11505,transit_server_type_35
6349,transit_server_type_20
6349,transit_server_type_35
6349,transit_server_type_34
12531,transit_server_type_35
677,transit_server_type_20
1323,transit_server_type_20
1323,transit_server_type_35
4868,transit_server_type_35
17424,transit_server_type_35
17424,transit_server_type_34
7478,transit_server_type_21
7478,transit_server_type_35
859,transit_server_type_20
859,transit_server_type_35
859,transit_server_type_34
12664,transit_server_type_35
12664,transit_server_type_20
8161,transit_server_type_35
2061,transit_server_type_35
2061,transit_server_type_34
246,transit_server_type_11
7950,transit_server_type_35
17608,transit_server_type_34
17608,transit_server_type_11
5646,transit_server_type_35
2206,transit_server_type_35
2206,transit_server_type_21
3914,transit_server_type_20
3914,transit_server_type_35
3914,transit_server_type_34
3441,transit_server_type_20
11267,transit_server_type_34
11267,transit_server_type_35
8989,transit_server_type_35
8989,transit_server_type_20
8989,transit_server_type_34
1910,transit_server_type_34
17977,transit_server_type_34
17977,transit_server_type_35
17977,transit_server_type_20
148,transit_server_type_20
148,transit_server_type_35
9191,transit_server_type_34
9191,transit_server_type_35
9880,transit_server_type_20
9880,transit_server_type_35
9412,transit_server_type_35
9412,transit_server_type_34
10586,transit_server_type_35
10586,transit_server_type_20
898,transit_server_type_35
14098,transit_server_type_35
8791,transit_server_type_35
3981,transit_server_type_21
6862,transit_server_type_11
8597,transit_server_type_34
8597,transit_server_type_20
8597,transit_server_type_35
10372,transit_server_type_34
10372,transit_server_type_35
3996,transit_server_type_35
3996,transit_server_type_34
1114,transit_server_type_35
1114,transit_server_type_34
17906,transit_server_type_35
17906,transit_server_type_34
1450,transit_server_type_35
11962,transit_server_type_35
12010,transit_server_type_35
12010,transit_server_type_34
10720,transit_server_type_35
14733,transit_server_type_35
14733,transit_server_type_34
3272,transit_server_type_35
3272,transit_server_type_34
2564,transit_server_type_20
2564,transit_server_type_35
8442,transit_server_type_34
8442,transit_server_type_35
10923,transit_server_type_34
10923,transit_server_type_35
1604,transit_server_type_34
1604,transit_server_type_35
3254,transit_server_type_35
8293,transit_server_type_35
10776,transit_server_type_34
10776,transit_server_type_35
1397,transit_server_type_35
7431,transit_server_type_34
7431,transit_server_type_35
16442,transit_server_type_35
16442,transit_server_type_34
16924,transit_server_type_35
16924,transit_server_type_34
18226,transit_server_type_35
18226,transit_server_type_34
3893,transit_server_type_34
3893,transit_server_type_35
10682,transit_server_type_35
6988,transit_server_type_34
6988,transit_server_type_35
17073,transit_server_type_34
17073,transit_server_type_35
5072,transit_server_type_35
5072,transit_server_type_34
6136,transit_server_type_34
6136,transit_server_type_35
7056,transit_server_type_35
14766,transit_server_type_34
14766,transit_server_type_35
13127,transit_server_type_34
13127,transit_server_type_35
8236,transit_server_type_34
8236,transit_server_type_35
4793,transit_server_type_34
4793,transit_server_type_35
11342,transit_server_type_35
11342,transit_server_type_34
14690,transit_server_type_34
14690,transit_server_type_35
4510,transit_server_type_34
4510,transit_server_type_35
4015,transit_server_type_34
4015,transit_server_type_35
16293,transit_server_type_34
16293,transit_server_type_35
2788,transit_server_type_35
2788,transit_server_type_20
18245,transit_server_type_35
18245,transit_server_type_34
17989,transit_server_type_35
17989,transit_server_type_34
12813,transit_server_type_35
12813,transit_server_type_34
3802,transit_server_type_35
3802,transit_server_type_34
8788,transit_server_type_35
3941,transit_server_type_35
3941,transit_server_type_34
354,transit_server_type_34
354,transit_server_type_35
6674,transit_server_type_35
6674,transit_server_type_34
16165,transit_server_type_34
16165,transit_server_type_35
6574,transit_server_type_20
6574,transit_server_type_11
1274,transit_server_type_34
5514,transit_server_type_20
5514,transit_server_type_35
14319,transit_server_type_34
14319,transit_server_type_35
1271,transit_server_type_35
7616,transit_server_type_34
7616,transit_server_type_35
5399,transit_server_type_34
1783,transit_server_type_20
1783,transit_server_type_35
4306,transit_server_type_34
4306,transit_server_type_35
12713,transit_server_type_35
14633,transit_server_type_35
14633,transit_server_type_20
10637,transit_server_type_20
13247,transit_server_type_35
13247,transit_server_type_34
18431,transit_server_type_34
18431,transit_server_type_35
15489,transit_server_type_35
15489,transit_server_type_34
13421,transit_server_type_11
14801,transit_server_type_34
14801,transit_server_type_35
18472,transit_server_type_34
18472,transit_server_type_35
13245,transit_server_type_35
10025,transit_server_type_35
10823,transit_server_type_34
1424,transit_server_type_34
1424,transit_server_type_35
1357,transit_server_type_34
1357,transit_server_type_35
2477,transit_server_type_35
18129,transit_server_type_35
18129,transit_server_type_34
5277,transit_server_type_34
5277,transit_server_type_35
15112,transit_server_type_35
12701,transit_server_type_35
12701,transit_server_type_34
4127,transit_server_type_20
4127,transit_server_type_35
2289,transit_server_type_35
2289,transit_server_type_34
18234,transit_server_type_34
18234,transit_server_type_35
3012,transit_server_type_35
3012,transit_server_type_34
5222,transit_server_type_34
5222,transit_server_type_35
10952,transit_server_type_35
10223,transit_server_type_35
14694,transit_server_type_34
17244,transit_server_type_20
17244,transit_server_type_35
17244,transit_server_type_34
4883,transit_server_type_34
4883,transit_server_type_35
16903,transit_server_type_35
16903,transit_server_type_34
17297,transit_server_type_34
17297,transit_server_type_35
8911,transit_server_type_34
8911,transit_server_type_35
10498,transit_server_type_35
10498,transit_server_type_34
16659,transit_server_type_34
16659,transit_server_type_35
13366,transit_server_type_35
14302,transit_server_type_34
14302,transit_server_type_35
13122,transit_server_type_35
9270,transit_server_type_20
9270,transit_server_type_34
9270,transit_server_type_35
13617,transit_server_type_34
13617,transit_server_type_35
11270,transit_server_type_35
11270,transit_server_type_34
801,transit_server_type_35
16683,transit_server_type_35
15664,transit_server_type_35
7796,transit_server_type_34
7796,transit_server_type_35
12092,transit_server_type_34
12092,transit_server_type_35
13180,transit_server_type_34
13180,transit_server_type_35
13213,transit_server_type_35
15260,transit_server_type_35
9813,transit_server_type_35
16932,transit_server_type_34
16932,transit_server_type_35
8151,transit_server_type_11
4438,transit_server_type_34
4438,transit_server_type_20
4438,transit_server_type_11
4438,transit_server_type_35
8429,transit_server_type_35
8491,transit_server_type_35
3358,transit_server_type_35
3358,transit_server_type_34
3358,transit_server_type_20
18392,transit_server_type_34
18392,transit_server_type_35
1058,transit_server_type_34
1058,transit_server_type_35
13,transit_server_type_35
13,transit_server_type_34
11701,transit_server_type_35
11701,transit_server_type_34
4727,transit_server_type_34
4727,transit_server_type_35
12712,transit_server_type_35
4783,transit_server_type_35
4586,transit_server_type_35
16294,transit_server_type_35
9140,transit_server_type_34
9140,transit_server_type_35
1954,transit_server_type_35
17413,transit_server_type_34
9545,transit_server_type_35
9545,transit_server_type_34
7677,transit_server_type_35
3263,transit_server_type_34
3263,transit_server_type_35
12835,transit_server_type_34
12835,transit_server_type_35
11104,transit_server_type_35
11104,transit_server_type_34
1311,transit_server_type_35
2990,transit_server_type_35
2990,transit_server_type_34
2990,transit_server_type_11
1148,transit_server_type_20
1148,transit_server_type_35
17558,transit_server_type_35
11413,transit_server_type_35
8809,transit_server_type_35
8809,transit_server_type_34
8888,transit_server_type_34
8888,transit_server_type_35
9244,transit_server_type_34
9244,transit_server_type_35
17430,transit_server_type_20
17430,transit_server_type_34
17430,transit_server_type_35
9555,transit_server_type_21
9536,transit_server_type_34
9536,transit_server_type_35
2534,transit_server_type_34
2534,transit_server_type_35
6805,transit_server_type_35
6805,transit_server_type_34
3075,transit_server_type_35
3075,transit_server_type_34
9602,transit_server_type_34
9602,transit_server_type_35
2189,transit_server_type_11
11232,transit_server_type_34
11232,transit_server_type_20
11232,transit_server_type_35
5329,transit_server_type_11
5329,transit_server_type_20
5329,transit_server_type_34
5329,transit_server_type_35
11203,transit_server_type_34
11203,transit_server_type_35
15467,transit_server_type_35
8345,transit_server_type_21
1754,transit_server_type_11
7344,transit_server_type_34
7344,transit_server_type_35
15875,transit_server_type_11
15875,transit_server_type_34
15875,transit_server_type_35
11582,transit_server_type_34
11582,transit_server_type_35
6143,transit_server_type_35
6143,transit_server_type_21
12241,transit_server_type_11
2051,transit_server_type_35
2051,transit_server_type_34
9932,transit_server_type_35
1838,transit_server_type_35
9635,transit_server_type_21
9635,transit_server_type_35
9635,transit_server_type_34
13669,transit_server_type_35
12647,transit_server_type_35
14681,transit_server_type_35
1661,transit_server_type_34
1661,transit_server_type_35
1517,transit_server_type_35
1517,transit_server_type_34
17380,transit_server_type_11
7548,transit_server_type_35
7548,transit_server_type_11
7548,transit_server_type_34
16908,transit_server_type_35
10893,transit_server_type_34
10893,transit_server_type_35
2520,transit_server_type_35
5627,transit_server_type_35
15245,transit_server_type_35
15245,transit_server_type_34
3812,transit_server_type_35
3812,transit_server_type_34
14081,transit_server_type_34
14081,transit_server_type_35
10054,transit_server_type_34
10054,transit_server_type_35
12841,transit_server_type_34
12841,transit_server_type_35
12608,transit_server_type_11
18507,transit_server_type_35
9094,transit_server_type_35
9094,transit_server_type_34
6001,transit_server_type_34
6001,transit_server_type_35
16877,transit_server_type_20
8865,transit_server_type_11
17088,transit_server_type_35
17088,transit_server_type_34
17088,transit_server_type_11
16753,transit_server_type_35
5540,transit_server_type_35
5540,transit_server_type_34
6842,transit_server_type_34
6842,transit_server_type_35
17991,transit_server_type_35
17991,transit_server_type_34
8441,transit_server_type_34
8441,transit_server_type_35
3038,transit_server_type_35
3038,transit_server_type_34
3853,transit_server_type_35
3853,transit_server_type_34
15514,transit_server_type_35
15514,transit_server_type_34
1281,transit_server_type_34
1281,transit_server_type_35
2129,transit_server_type_35
2129,transit_server_type_34
12653,transit_server_type_34
12653,transit_server_type_35
5175,transit_server_type_11
11277,transit_server_type_11
3418,transit_server_type_11
3418,transit_server_type_34
3418,transit_server_type_35
3418,transit_server_type_20
3244,transit_server_type_35
18400,transit_server_type_11
16327,transit_server_type_35
18515,transit_server_type_35
18515,transit_server_type_11
18515,transit_server_type_20
18515,transit_server_type_34
4434,transit_server_type_35
4434,transit_server_type_34
4434,transit_server_type_20
1662,transit_server_type_35
1662,transit_server_type_34
1662,transit_server_type_11
11562,transit_server_type_20
11562,transit_server_type_34
11562,transit_server_type_35
16589,transit_server_type_20
16589,transit_server_type_35
16589,transit_server_type_11
16589,transit_server_type_34
508,transit_server_type_11
548,transit_server_type_34
548,transit_server_type_35
12649,transit_server_type_34
12649,transit_server_type_35
7888,transit_server_type_11
14056,transit_server_type_35
13031,transit_server_type_34
13031,transit_server_type_35
8374,transit_server_type_35
8374,transit_server_type_34
12346,transit_server_type_35
15299,transit_server_type_34
15299,transit_server_type_35
15299,transit_server_type_11
7960,transit_server_type_34
7960,transit_server_type_35
7960,transit_server_type_20
7960,transit_server_type_11
9202,transit_server_type_20
9202,transit_server_type_35
2479,transit_server_type_34
2479,transit_server_type_35
10866,transit_server_type_20
12460,transit_server_type_20
12460,transit_server_type_34
12460,transit_server_type_35
6962,transit_server_type_20
6962,transit_server_type_35
6962,transit_server_type_11
6962,transit_server_type_34
4606,transit_server_type_34
4606,transit_server_type_20
4606,transit_server_type_35
16838,transit_server_type_34
16838,transit_server_type_11
17628,transit_server_type_11
9886,transit_server_type_20
9886,transit_server_type_35
9886,transit_server_type_34
12386,transit_server_type_34
12386,transit_server_type_35
12386,transit_server_type_11
18469,transit_server_type_20
15847,transit_server_type_21
9167,transit_server_type_20
17571,transit_server_type_20
17181,transit_server_type_11
18450,transit_server_type_20
1442,transit_server_type_37
1442,transit_server_type_25
1442,transit_server_type_40
494,transit_server_type_40
494,transit_server_type_37
7487,transit_server_type_37
7487,transit_server_type_25
7487,transit_server_type_40
15786,transit_server_type_25
15786,transit_server_type_37
15786,transit_server_type_40
11585,transit_server_type_40
11585,transit_server_type_37
3592,transit_server_type_40
3592,transit_server_type_25
17717,transit_server_type_40
17717,transit_server_type_25
13427,transit_server_type_11
13427,transit_server_type_21
8485,transit_server_type_20
16073,transit_server_type_35
16073,transit_server_type_34
4607,transit_server_type_11
4607,transit_server_type_21
4607,transit_server_type_34
4607,transit_server_type_35
804,transit_server_type_20
804,transit_server_type_35
804,transit_server_type_34
5391,transit_server_type_35
5391,transit_server_type_34
13779,transit_server_type_20
1632,transit_server_type_34
1632,transit_server_type_35
10277,transit_server_type_34
4931,transit_server_type_35
7708,transit_server_type_35
7708,transit_server_type_34
18002,transit_server_type_35
9153,transit_server_type_35
9153,transit_server_type_34
9192,transit_server_type_35
9192,transit_server_type_34
7554,transit_server_type_35
7554,transit_server_type_34
13969,transit_server_type_35
13969,transit_server_type_34
10344,transit_server_type_34
10344,transit_server_type_11
10344,transit_server_type_35
10624,transit_server_type_35
10624,transit_server_type_34
10624,transit_server_type_20
15142,transit_server_type_34
15142,transit_server_type_35
14617,transit_server_type_20
6382,transit_server_type_35
13785,transit_server_type_34
13785,transit_server_type_35
10692,transit_server_type_35
10692,transit_server_type_34
11922,transit_server_type_35
6236,transit_server_type_34
6236,transit_server_type_35
18193,transit_server_type_35
18193,transit_server_type_34
15215,transit_server_type_35
15215,transit_server_type_34
17631,transit_server_type_35
17631,transit_server_type_34
1948,transit_server_type_35
1948,transit_server_type_34
5548,transit_server_type_20
5548,transit_server_type_34
5548,transit_server_type_35
1531,transit_server_type_35
1531,transit_server_type_34
12963,transit_server_type_11
12963,transit_server_type_34
12963,transit_server_type_35
431,transit_server_type_20
8245,transit_server_type_34
8245,transit_server_type_11
8245,transit_server_type_35
4261,transit_server_type_35
4261,transit_server_type_11
17520,transit_server_type_11
17520,transit_server_type_34
17520,transit_server_type_35
16594,transit_server_type_35
16594,transit_server_type_34
1712,transit_server_type_35
1712,transit_server_type_34
11574,transit_server_type_35
9783,transit_server_type_34
9783,transit_server_type_35
16501,transit_server_type_34
16501,transit_server_type_35
8607,transit_server_type_35
8607,transit_server_type_34
14754,transit_server_type_35
14754,transit_server_type_34
2493,transit_server_type_34
2493,transit_server_type_35
12908,transit_server_type_34
12908,transit_server_type_20
12908,transit_server_type_35
14183,transit_server_type_20
3450,transit_server_type_20
3450,transit_server_type_34
3450,transit_server_type_35
3246,transit_server_type_34
3246,transit_server_type_35
9629,transit_server_type_34
9629,transit_server_type_35
6702,transit_server_type_35
6702,transit_server_type_34
9905,transit_server_type_35
9905,transit_server_type_34
2692,transit_server_type_34
2692,transit_server_type_35
15395,transit_server_type_35
11715,transit_server_type_34
11715,transit_server_type_35
6943,transit_server_type_11
6943,transit_server_type_35
6943,transit_server_type_34
10282,transit_server_type_35
10282,transit_server_type_34
4742,transit_server_type_34
4742,transit_server_type_20
4742,transit_server_type_35
11943,transit_server_type_34
11943,transit_server_type_35
2300,transit_server_type_35
615,transit_server_type_35
615,transit_server_type_34
14518,transit_server_type_35
14518,transit_server_type_34
1071,transit_server_type_35
1071,transit_server_type_34
13521,transit_server_type_34
13521,transit_server_type_35
15523,transit_server_type_35
15523,transit_server_type_34
6282,transit_server_type_35
6282,transit_server_type_34
14260,transit_server_type_35
14260,transit_server_type_34
361,transit_server_type_34
361,transit_server_type_35
17972,transit_server_type_35
17972,transit_server_type_34
6047,transit_server_type_34
6047,transit_server_type_35
3378,transit_server_type_35
3378,transit_server_type_34
1723,transit_server_type_35
1723,transit_server_type_34
2630,transit_server_type_35
2630,transit_server_type_20
2630,transit_server_type_34
9622,transit_server_type_35
9622,transit_server_type_34
15838,transit_server_type_34
15838,transit_server_type_35
299,transit_server_type_34
299,transit_server_type_35
14753,transit_server_type_35
14753,transit_server_type_34
13893,transit_server_type_35
13893,transit_server_type_34
7230,transit_server_type_35
7230,transit_server_type_34
4201,transit_server_type_35
4201,transit_server_type_34
11350,transit_server_type_34
11350,transit_server_type_35
14404,transit_server_type_34
14404,transit_server_type_35
2460,transit_server_type_34
2460,transit_server_type_35
3328,transit_server_type_34
3328,transit_server_type_35
3328,transit_server_type_11
349,transit_server_type_35
349,transit_server_type_34
1889,transit_server_type_35
1889,transit_server_type_34
13097,transit_server_type_35
13097,transit_server_type_34
14776,transit_server_type_34
14776,transit_server_type_35
1660,transit_server_type_34
1660,transit_server_type_35
11936,transit_server_type_34
11936,transit_server_type_35
14491,transit_server_type_35
14491,transit_server_type_34
8734,transit_server_type_35
8734,transit_server_type_34
4410,transit_server_type_35
4410,transit_server_type_34
13757,transit_server_type_35
13757,transit_server_type_34
232,transit_server_type_34
232,transit_server_type_35
784,transit_server_type_35
784,transit_server_type_34
3657,transit_server_type_35
3657,transit_server_type_34
17258,transit_server_type_35
17258,transit_server_type_34
15773,transit_server_type_35
15773,transit_server_type_34
651,transit_server_type_35
651,transit_server_type_34
4810,transit_server_type_35
4810,transit_server_type_34
18346,transit_server_type_34
18346,transit_server_type_35
984,transit_server_type_34
984,transit_server_type_35
1883,transit_server_type_35
1883,transit_server_type_34
7422,transit_server_type_35
7422,transit_server_type_34
2350,transit_server_type_35
2350,transit_server_type_34
3523,transit_server_type_35
3523,transit_server_type_34
715,transit_server_type_35
715,transit_server_type_34
2040,transit_server_type_34
2040,transit_server_type_35
3771,transit_server_type_34
3771,transit_server_type_35
1891,transit_server_type_35
1891,transit_server_type_34
10877,transit_server_type_35
10877,transit_server_type_34
447,transit_server_type_20
447,transit_server_type_35
447,transit_server_type_34
6099,transit_server_type_34
6099,transit_server_type_35
6000,transit_server_type_34
6000,transit_server_type_35
17914,transit_server_type_35
17914,transit_server_type_11
17914,transit_server_type_34
609,transit_server_type_35
609,transit_server_type_34
5625,transit_server_type_35
7079,transit_server_type_34
7079,transit_server_type_35
7079,transit_server_type_20
1682,transit_server_type_35
1682,transit_server_type_34
14354,transit_server_type_35
14354,transit_server_type_34
14898,transit_server_type_35
16543,transit_server_type_35
16543,transit_server_type_34
8753,transit_server_type_35
8753,transit_server_type_34
8070,transit_server_type_34
8070,transit_server_type_35
7131,transit_server_type_20
12448,transit_server_type_34
12448,transit_server_type_35
9207,transit_server_type_35
9207,transit_server_type_34
16111,transit_server_type_34
16111,transit_server_type_35
1925,transit_server_type_34
1925,transit_server_type_35
1925,transit_server_type_20
14637,transit_server_type_35
14637,transit_server_type_34
4759,transit_server_type_35
4759,transit_server_type_34
7048,transit_server_type_20
7048,transit_server_type_34
7048,transit_server_type_35
17328,transit_server_type_35
14348,transit_server_type_34
14348,transit_server_type_35
6910,transit_server_type_35
12972,transit_server_type_35
12972,transit_server_type_34
5772,transit_server_type_35
5772,transit_server_type_34
3518,transit_server_type_20
3518,transit_server_type_35
13069,transit_server_type_35
13069,transit_server_type_34
4917,transit_server_type_35
4917,transit_server_type_34
4917,transit_server_type_20
4063,transit_server_type_34
4063,transit_server_type_35
9124,transit_server_type_34
9124,transit_server_type_35
8934,transit_server_type_35
8934,transit_server_type_34
8934,transit_server_type_11
917,transit_server_type_34
917,transit_server_type_35
16656,transit_server_type_35
16656,transit_server_type_34
8755,transit_server_type_35
8755,transit_server_type_34
9823,transit_server_type_35
9823,transit_server_type_34
18352,transit_server_type_35
1210,transit_server_type_34
1210,transit_server_type_35
1210,transit_server_type_20
9173,transit_server_type_35
9173,transit_server_type_34
9279,transit_server_type_35
14023,transit_server_type_34
14023,transit_server_type_35
17624,transit_server_type_35
17624,transit_server_type_34
5865,transit_server_type_34
14750,transit_server_type_35
14750,transit_server_type_34
1094,transit_server_type_35
1094,transit_server_type_34
16488,transit_server_type_35
16488,transit_server_type_34
7760,transit_server_type_35
7760,transit_server_type_34
17609,transit_server_type_34
17609,transit_server_type_35
12810,transit_server_type_20
9394,transit_server_type_40
15460,transit_server_type_40
14688,transit_server_type_34
14688,transit_server_type_35
16798,transit_server_type_34
16798,transit_server_type_35
6511,transit_server_type_35
6511,transit_server_type_34
14763,transit_server_type_35
14763,transit_server_type_34
10605,transit_server_type_34
10605,transit_server_type_35
8103,transit_server_type_34
8103,transit_server_type_35
12816,transit_server_type_20
12816,transit_server_type_35
12816,transit_server_type_34
3322,transit_server_type_35
3322,transit_server_type_34
10056,transit_server_type_34
10056,transit_server_type_35
6789,transit_server_type_35
6789,transit_server_type_34
7961,transit_server_type_34
7961,transit_server_type_35
8618,transit_server_type_34
8618,transit_server_type_35
5888,transit_server_type_34
5888,transit_server_type_35
15807,transit_server_type_34
15807,transit_server_type_35
44,transit_server_type_35
44,transit_server_type_34
1217,transit_server_type_35
1217,transit_server_type_34
15223,transit_server_type_34
15223,transit_server_type_35
11081,transit_server_type_34
11081,transit_server_type_35
6540,transit_server_type_35
6540,transit_server_type_34
2807,transit_server_type_35
2807,transit_server_type_20
2807,transit_server_type_34
2779,transit_server_type_35
2779,transit_server_type_34
15636,transit_server_type_34
15636,transit_server_type_35
14608,transit_server_type_35
14608,transit_server_type_34
1862,transit_server_type_34
1862,transit_server_type_35
17988,transit_server_type_35
17988,transit_server_type_34
12920,transit_server_type_35
12920,transit_server_type_34
12711,transit_server_type_35
12711,transit_server_type_34
15349,transit_server_type_34
15349,transit_server_type_35
7097,transit_server_type_34
7097,transit_server_type_35
17761,transit_server_type_34
17761,transit_server_type_35
15332,transit_server_type_34
15332,transit_server_type_35
6853,transit_server_type_35
6853,transit_server_type_34
5428,transit_server_type_34
5428,transit_server_type_35
18310,transit_server_type_34
7722,transit_server_type_34
7722,transit_server_type_35
18333,transit_server_type_21
18333,transit_server_type_20
1928,transit_server_type_20
1928,transit_server_type_34
1928,transit_server_type_35
1250,transit_server_type_35
1250,transit_server_type_34
12031,transit_server_type_35
12031,transit_server_type_34
6315,transit_server_type_35
6315,transit_server_type_34
6315,transit_server_type_11
8010,transit_server_type_35
440,transit_server_type_35
440,transit_server_type_20
18025,transit_server_type_11
18025,transit_server_type_20
16661,transit_server_type_21
16661,transit_server_type_35
7837,transit_server_type_11
5373,transit_server_type_35
5373,transit_server_type_34
682,transit_server_type_34
682,transit_server_type_35
17238,transit_server_type_35
17238,transit_server_type_34
7512,transit_server_type_35
7512,transit_server_type_34
1129,transit_server_type_35
1129,transit_server_type_34
17319,transit_server_type_35
17319,transit_server_type_34
8876,transit_server_type_20
8876,transit_server_type_35
8876,transit_server_type_34
14442,transit_server_type_34
14442,transit_server_type_35
14442,transit_server_type_20
4446,transit_server_type_35
4446,transit_server_type_34
2951,transit_server_type_34
2951,transit_server_type_35
14227,transit_server_type_34
14227,transit_server_type_35
11721,transit_server_type_34
11721,transit_server_type_35
18181,transit_server_type_35
18181,transit_server_type_34
1542,transit_server_type_34
1542,transit_server_type_35
16453,transit_server_type_34
16453,transit_server_type_35
15014,transit_server_type_34
15014,transit_server_type_35
11318,transit_server_type_35
11318,transit_server_type_34
11402,transit_server_type_35
11402,transit_server_type_34
8993,transit_server_type_35
8993,transit_server_type_20
8993,transit_server_type_34
3107,transit_server_type_35
3107,transit_server_type_34
1898,transit_server_type_34
1898,transit_server_type_35
3591,transit_server_type_34
3591,transit_server_type_35
4903,transit_server_type_35
4903,transit_server_type_34
5039,transit_server_type_34
5039,transit_server_type_35
5482,transit_server_type_35
5482,transit_server_type_34
8291,transit_server_type_34
8291,transit_server_type_35
11085,transit_server_type_35
11085,transit_server_type_34
9657,transit_server_type_35
9657,transit_server_type_34
3312,transit_server_type_34
3312,transit_server_type_35
5770,transit_server_type_34
5770,transit_server_type_35
5343,transit_server_type_34
5343,transit_server_type_35
18452,transit_server_type_34
18452,transit_server_type_35
31,transit_server_type_35
31,transit_server_type_34
18186,transit_server_type_34
18186,transit_server_type_35
17254,transit_server_type_21
347,transit_server_type_34
347,transit_server_type_35
347,transit_server_type_11
1292,transit_server_type_20
3483,transit_server_type_34
3483,transit_server_type_35
9017,transit_server_type_35
16815,transit_server_type_35
16815,transit_server_type_20
16815,transit_server_type_34
2815,transit_server_type_35
2815,transit_server_type_34
8994,transit_server_type_35
8994,transit_server_type_34
3277,transit_server_type_35
3277,transit_server_type_34
6026,transit_server_type_34
6026,transit_server_type_11
6026,transit_server_type_20
6026,transit_server_type_35
5386,transit_server_type_35
5386,transit_server_type_34
14322,transit_server_type_34
14322,transit_server_type_35
13010,transit_server_type_35
13010,transit_server_type_34
8658,transit_server_type_34
8658,transit_server_type_35
8687,transit_server_type_35
8687,transit_server_type_34
2623,transit_server_type_35
2623,transit_server_type_34
15259,transit_server_type_35
15259,transit_server_type_34
18481,transit_server_type_35
18481,transit_server_type_20
11123,transit_server_type_34
11123,transit_server_type_35
15907,transit_server_type_35
15907,transit_server_type_34
15342,transit_server_type_34
15342,transit_server_type_35
13607,transit_server_type_35
16854,transit_server_type_35
16854,transit_server_type_34
13141,transit_server_type_20
13141,transit_server_type_35
8394,transit_server_type_34
8394,transit_server_type_35
13085,transit_server_type_35
13085,transit_server_type_34
3703,transit_server_type_35
15749,transit_server_type_35
15749,transit_server_type_34
6559,transit_server_type_35
6559,transit_server_type_34
2904,transit_server_type_34
2904,transit_server_type_35
16732,transit_server_type_35
16732,transit_server_type_34
11190,transit_server_type_35
11190,transit_server_type_34
8515,transit_server_type_20
18283,transit_server_type_35
13325,transit_server_type_34
13325,transit_server_type_35
9726,transit_server_type_34
9726,transit_server_type_35
10053,transit_server_type_35
2064,transit_server_type_35
2064,transit_server_type_34
10442,transit_server_type_35
10442,transit_server_type_34
1089,transit_server_type_34
1089,transit_server_type_35
3508,transit_server_type_35
3508,transit_server_type_34
8137,transit_server_type_35
8137,transit_server_type_34
11868,transit_server_type_20
13978,transit_server_type_40
13978,transit_server_type_37
15334,transit_server_type_35
15334,transit_server_type_34
16257,transit_server_type_20
16257,transit_server_type_34
16257,transit_server_type_35
756,transit_server_type_34
756,transit_server_type_35
5831,transit_server_type_20
5831,transit_server_type_34
5831,transit_server_type_35
10291,transit_server_type_34
10291,transit_server_type_35
16374,transit_server_type_35
16374,transit_server_type_34
6354,transit_server_type_35
6354,transit_server_type_34
15091,transit_server_type_34
15091,transit_server_type_35
11751,transit_server_type_34
11751,transit_server_type_35
17997,transit_server_type_35
17997,transit_server_type_34
973,transit_server_type_34
973,transit_server_type_35
15530,transit_server_type_35
15530,transit_server_type_34
3903,transit_server_type_20
3903,transit_server_type_34
3903,transit_server_type_35
4404,transit_server_type_35
4404,transit_server_type_34
16241,transit_server_type_35
16241,transit_server_type_34
16341,transit_server_type_35
16341,transit_server_type_34
5686,transit_server_type_11
5686,transit_server_type_35
