id,outage_type
17654,outage_type_1
16737,outage_type_2
4654,outage_type_2
1293,outage_type_2
12916,outage_type_2
11118,outage_type_2
15354,outage_type_2
11376,outage_type_2
11902,outage_type_2
7519,outage_type_2
2002,outage_type_2
7603,outage_type_2
9984,outage_type_2
6261,outage_type_2
11948,outage_type_2
11479,outage_type_2
9956,outage_type_2
1503,outage_type_2
18293,outage_type_2
14896,outage_type_2
7884,outage_type_2
1640,outage_type_2
16841,outage_type_2
15816,outage_type_2
2888,outage_type_2
11424,outage_type_2
18332,outage_type_2
15279,outage_type_2
15236,outage_type_2
6841,outage_type_2
17561,outage_type_2
490,outage_type_2
10733,outage_type_2
3051,outage_type_1
7168,outage_type_2
14102,outage_type_2
2012,outage_type_2
15296,outage_type_2
11720,outage_type_2
15732,outage_type_2
10900,outage_type_2
14590,outage_type_2
3047,outage_type_2
10305,outage_type_2
6002,outage_type_2
2301,outage_type_4
1443,outage_type_2
11655,outage_type_2
7570,outage_type_2
913,outage_type_2
6303,outage_type_2
17473,outage_type_2
7663,outage_type_2
15659,outage_type_2
15691,outage_type_2
15713,outage_type_2
11960,outage_type_2
11744,outage_type_2
7900,outage_type_2
4576,outage_type_2
5500,outage_type_2
10230,outage_type_2
7732,outage_type_2
2351,outage_type_2
4956,outage_type_2
4252,outage_type_1
8967,outage_type_2
12212,outage_type_2
6237,outage_type_2
11900,outage_type_2
16081,outage_type_2
17295,outage_type_2
1468,outage_type_2
1847,outage_type_2
10142,outage_type_2
4303,outage_type_2
7780,outage_type_2
13129,outage_type_2
13233,outage_type_2
672,outage_type_2
11121,outage_type_2
5566,outage_type_2
7788,outage_type_2
7165,outage_type_1
2838,outage_type_1
11125,outage_type_2
12865,outage_type_1
531,outage_type_2
15074,outage_type_2
4492,outage_type_2
2560,outage_type_2
4281,outage_type_2
15068,outage_type_2
3482,outage_type_2
17494,outage_type_2
63,outage_type_2
7858,outage_type_4
7839,outage_type_2
14751,outage_type_2
8158,outage_type_2
15794,outage_type_2
15569,outage_type_2
10317,outage_type_2
9965,outage_type_2
4265,outage_type_2
14347,outage_type_2
12767,outage_type_2
4867,outage_type_2
14641,outage_type_2
7714,outage_type_2
8883,outage_type_2
7627,outage_type_2
17781,outage_type_2
11610,outage_type_2
7755,outage_type_2
17272,outage_type_2
1179,outage_type_2
17042,outage_type_2
9237,outage_type_2
13020,outage_type_1
12089,outage_type_2
5659,outage_type_2
6151,outage_type_2
1392,outage_type_2
16790,outage_type_2
4840,outage_type_2
11011,outage_type_2
16460,outage_type_2
4494,outage_type_2
16695,outage_type_2
17006,outage_type_2
11786,outage_type_2
11815,outage_type_2
13028,outage_type_2
2253,outage_type_2
16017,outage_type_1
2001,outage_type_2
11234,outage_type_2
11209,outage_type_2
12518,outage_type_2
233,outage_type_2
15345,outage_type_2
190,outage_type_2
1489,outage_type_2
10169,outage_type_2
7159,outage_type_2
6531,outage_type_2
15658,outage_type_2
13224,outage_type_2
9750,outage_type_1
8127,outage_type_2
1705,outage_type_2
14450,outage_type_2
11613,outage_type_2
5495,outage_type_2
7352,outage_type_2
9066,outage_type_2
10300,outage_type_2
231,outage_type_1
10912,outage_type_1
11637,outage_type_1
9795,outage_type_2
13549,outage_type_2
16771,outage_type_2
10732,outage_type_4
46,outage_type_2
9721,outage_type_2
5502,outage_type_2
17368,outage_type_2
2395,outage_type_2
13356,outage_type_2
15966,outage_type_2
1559,outage_type_2
8592,outage_type_2
10314,outage_type_2
17399,outage_type_2
13630,outage_type_2
1197,outage_type_2
14163,outage_type_2
7908,outage_type_2
15455,outage_type_2
2120,outage_type_2
1906,outage_type_2
17583,outage_type_2
13963,outage_type_2
270,outage_type_2
12942,outage_type_2
1472,outage_type_2
1100,outage_type_2
17098,outage_type_2
13145,outage_type_2
524,outage_type_2
15829,outage_type_2
10903,outage_type_2
15883,outage_type_2
12706,outage_type_1
3635,outage_type_2
11594,outage_type_2
12805,outage_type_2
280,outage_type_2
10072,outage_type_2
427,outage_type_2
13163,outage_type_2
1289,outage_type_2
13456,outage_type_2
11806,outage_type_2
10143,outage_type_2
6825,outage_type_2
9131,outage_type_2
17809,outage_type_2
3452,outage_type_2
4541,outage_type_2
11601,outage_type_2
2207,outage_type_2
10976,outage_type_4
5149,outage_type_2
15892,outage_type_2
13775,outage_type_2
8013,outage_type_2
2746,outage_type_2
5813,outage_type_1
2171,outage_type_2
3226,outage_type_2
4132,outage_type_2
6542,outage_type_2
14485,outage_type_1
16727,outage_type_2
9811,outage_type_2
17468,outage_type_2
2418,outage_type_4
12776,outage_type_1
12288,outage_type_4
14775,outage_type_1
2186,outage_type_2
2757,outage_type_2
1953,outage_type_2
18163,outage_type_2
6043,outage_type_1
2146,outage_type_2
7412,outage_type_2
16186,outage_type_2
4010,outage_type_2
13835,outage_type_2
11802,outage_type_2
469,outage_type_2
13415,outage_type_2
14316,outage_type_2
11197,outage_type_2
10242,outage_type_2
17980,outage_type_2
6700,outage_type_2
16158,outage_type_2
9863,outage_type_2
10749,outage_type_2
9321,outage_type_2
16886,outage_type_2
12201,outage_type_2
16427,outage_type_2
11143,outage_type_2
16601,outage_type_2
9977,outage_type_2
16152,outage_type_2
15462,outage_type_2
12781,outage_type_2
12016,outage_type_2
1051,outage_type_2
14622,outage_type_2
276,outage_type_2
2087,outage_type_2
4354,outage_type_2
1020,outage_type_2
18292,outage_type_2
14486,outage_type_1
16444,outage_type_1
6856,outage_type_2
1029,outage_type_2
10353,outage_type_2
2330,outage_type_2
2600,outage_type_2
9204,outage_type_2
5811,outage_type_2
656,outage_type_2
16636,outage_type_2
17838,outage_type_2
7251,outage_type_2
10184,outage_type_2
16487,outage_type_2
1888,outage_type_2
3496,outage_type_2
3948,outage_type_2
496,outage_type_2
7702,outage_type_2
11066,outage_type_2
3599,outage_type_2
11619,outage_type_2
17728,outage_type_2
1617,outage_type_2
10474,outage_type_2
8562,outage_type_2
75,outage_type_2
13280,outage_type_2
15315,outage_type_2
2510,outage_type_2
7891,outage_type_2
16343,outage_type_2
2152,outage_type_2
17291,outage_type_2
945,outage_type_2
2641,outage_type_2
8055,outage_type_2
9556,outage_type_2
788,outage_type_1
974,outage_type_2
17093,outage_type_2
4554,outage_type_1
16493,outage_type_2
16858,outage_type_4
4482,outage_type_1
5983,outage_type_2
6127,outage_type_1
2803,outage_type_2
14043,outage_type_2
14452,outage_type_2
4247,outage_type_2
2802,outage_type_2
10472,outage_type_2
18380,outage_type_4
11566,outage_type_2
16997,outage_type_2
5296,outage_type_2
646,outage_type_2
4028,outage_type_2
5925,outage_type_2
579,outage_type_2
9991,outage_type_2
3406,outage_type_2
18219,outage_type_2
11950,outage_type_2
7051,outage_type_2
2684,outage_type_2
9969,outage_type_2
49,outage_type_2
9376,outage_type_1
11072,outage_type_2
10495,outage_type_2
11959,outage_type_2
13344,outage_type_2
12570,outage_type_2
14786,outage_type_2
6476,outage_type_2
14935,outage_type_2
14208,outage_type_2
9436,outage_type_2
14175,outage_type_1
11618,outage_type_2
12013,outage_type_2
3950,outage_type_4
17800,outage_type_2
12100,outage_type_2
5158,outage_type_2
10683,outage_type_2
2020,outage_type_1
2933,outage_type_2
7243,outage_type_2
15775,outage_type_2
7330,outage_type_2
9269,outage_type_2
12011,outage_type_2
3987,outage_type_2
9302,outage_type_2
11387,outage_type_2
17782,outage_type_2
13848,outage_type_2
849,outage_type_1
5700,outage_type_2
15647,outage_type_2
12667,outage_type_2
4327,outage_type_2
3685,outage_type_2
13336,outage_type_2
18480,outage_type_2
380,outage_type_2
2306,outage_type_2
12512,outage_type_2
11891,outage_type_2
7178,outage_type_2
3310,outage_type_2
17253,outage_type_2
9784,outage_type_2
13587,outage_type_2
12076,outage_type_2
13001,outage_type_2
3026,outage_type_2
15361,outage_type_2
5939,outage_type_2
15982,outage_type_2
2323,outage_type_2
5261,outage_type_2
1301,outage_type_2
2422,outage_type_2
7453,outage_type_2
11300,outage_type_2
18531,outage_type_2
10566,outage_type_2
123,outage_type_1
14738,outage_type_2
15712,outage_type_2
6879,outage_type_2
16632,outage_type_2
10138,outage_type_2
16272,outage_type_2
8842,outage_type_2
15957,outage_type_2
1827,outage_type_2
9337,outage_type_2
2942,outage_type_2
9608,outage_type_2
8869,outage_type_2
4794,outage_type_2
971,outage_type_2
16784,outage_type_2
8622,outage_type_2
13481,outage_type_2
9973,outage_type_4
13014,outage_type_4
9562,outage_type_4
14069,outage_type_1
11647,outage_type_2
18128,outage_type_2
14551,outage_type_2
54,outage_type_2
3099,outage_type_2
9508,outage_type_2
14784,outage_type_2
4020,outage_type_2
5565,outage_type_2
4737,outage_type_2
5284,outage_type_2
7920,outage_type_2
17426,outage_type_2
8320,outage_type_4
6767,outage_type_2
14066,outage_type_2
205,outage_type_1
17153,outage_type_2
5618,outage_type_2
14624,outage_type_2
18062,outage_type_2
15581,outage_type_2
15082,outage_type_2
13194,outage_type_2
327,outage_type_2
8107,outage_type_2
976,outage_type_2
17500,outage_type_2
13990,outage_type_2
6312,outage_type_2
10450,outage_type_2
13345,outage_type_2
18401,outage_type_2
17678,outage_type_2
4025,outage_type_2
3612,outage_type_2
12164,outage_type_2
8742,outage_type_2
3028,outage_type_2
13181,outage_type_1
15840,outage_type_1
13797,outage_type_2
2886,outage_type_2
16446,outage_type_2
9238,outage_type_2
541,outage_type_2
4966,outage_type_2
10601,outage_type_2
13921,outage_type_2
5069,outage_type_2
14609,outage_type_2
3125,outage_type_2
10418,outage_type_2
5085,outage_type_2
8317,outage_type_2
7221,outage_type_2
2870,outage_type_2
13158,outage_type_2
6135,outage_type_2
8631,outage_type_2
6625,outage_type_2
4298,outage_type_2
10679,outage_type_2
4597,outage_type_2
14219,outage_type_2
14075,outage_type_2
13315,outage_type_2
6132,outage_type_2
7679,outage_type_2
5636,outage_type_2
16002,outage_type_2
2971,outage_type_2
9674,outage_type_2
14398,outage_type_2
7687,outage_type_2
2753,outage_type_2
15866,outage_type_2
815,outage_type_2
5270,outage_type_2
6820,outage_type_2
17556,outage_type_2
17885,outage_type_2
8249,outage_type_2
10457,outage_type_1
6911,outage_type_2
607,outage_type_2
1427,outage_type_1
7590,outage_type_1
16962,outage_type_2
9873,outage_type_2
16166,outage_type_2
4359,outage_type_2
3909,outage_type_2
12183,outage_type_2
2750,outage_type_2
7771,outage_type_2
5668,outage_type_4
15268,outage_type_2
18052,outage_type_2
785,outage_type_2
16960,outage_type_2
16704,outage_type_2
18246,outage_type_2
3932,outage_type_2
4615,outage_type_2
3440,outage_type_2
7525,outage_type_2
17499,outage_type_2
9625,outage_type_2
14454,outage_type_2
5787,outage_type_2
9111,outage_type_2
13598,outage_type_2
3841,outage_type_2
6999,outage_type_2
11303,outage_type_2
1636,outage_type_2
16964,outage_type_2
1808,outage_type_2
12204,outage_type_2
13993,outage_type_2
12912,outage_type_2
3311,outage_type_2
3207,outage_type_2
18094,outage_type_2
8820,outage_type_2
5239,outage_type_2
16466,outage_type_4
14210,outage_type_2
16619,outage_type_2
14156,outage_type_2
5862,outage_type_2
3435,outage_type_2
2972,outage_type_2
111,outage_type_2
15928,outage_type_2
4442,outage_type_2
6323,outage_type_2
15372,outage_type_2
13891,outage_type_2
16883,outage_type_2
17222,outage_type_2
12923,outage_type_2
14094,outage_type_2
11710,outage_type_1
1097,outage_type_2
18165,outage_type_2
18340,outage_type_2
12777,outage_type_2
10130,outage_type_2
3778,outage_type_2
14270,outage_type_2
9003,outage_type_4
15637,outage_type_2
11422,outage_type_2
4918,outage_type_2
3334,outage_type_2
8413,outage_type_2
5578,outage_type_2
8824,outage_type_2
13339,outage_type_1
15896,outage_type_2
12372,outage_type_2
13008,outage_type_2
8024,outage_type_2
15887,outage_type_2
7139,outage_type_2
10858,outage_type_2
5848,outage_type_2
188,outage_type_2
2059,outage_type_4
7365,outage_type_1
6731,outage_type_4
16646,outage_type_4
3200,outage_type_4
6228,outage_type_2
4696,outage_type_4
5520,outage_type_4
16134,outage_type_2
4570,outage_type_2
15619,outage_type_2
9473,outage_type_2
88,outage_type_2
5767,outage_type_2
6630,outage_type_2
17666,outage_type_2
16094,outage_type_2
18042,outage_type_2
3357,outage_type_2
11463,outage_type_2
2492,outage_type_2
14859,outage_type_2
13603,outage_type_2
8588,outage_type_2
15748,outage_type_2
5718,outage_type_2
2368,outage_type_1
16448,outage_type_2
8672,outage_type_2
2311,outage_type_1
5361,outage_type_2
13516,outage_type_2
1333,outage_type_2
7685,outage_type_2
6923,outage_type_2
1355,outage_type_2
7419,outage_type_2
724,outage_type_2
15931,outage_type_2
14295,outage_type_2
7629,outage_type_2
2899,outage_type_2
11306,outage_type_2
5092,outage_type_2
10213,outage_type_1
15446,outage_type_2
2066,outage_type_2
6248,outage_type_2
17824,outage_type_2
13392,outage_type_2
11905,outage_type_2
3624,outage_type_2
5036,outage_type_2
15035,outage_type_2
1227,outage_type_2
9129,outage_type_2
9987,outage_type_2
11360,outage_type_2
18542,outage_type_2
6274,outage_type_2
9043,outage_type_2
11952,outage_type_2
8808,outage_type_2
344,outage_type_2
8138,outage_type_2
13462,outage_type_2
16950,outage_type_2
6408,outage_type_2
17007,outage_type_2
2006,outage_type_2
17858,outage_type_2
16043,outage_type_2
13534,outage_type_2
618,outage_type_2
9261,outage_type_2
12843,outage_type_2
13240,outage_type_2
12849,outage_type_2
1131,outage_type_2
549,outage_type_2
13033,outage_type_2
2640,outage_type_2
14982,outage_type_2
11656,outage_type_2
273,outage_type_2
889,outage_type_2
13433,outage_type_2
932,outage_type_2
13165,outage_type_2
6130,outage_type_2
2512,outage_type_2
5721,outage_type_2
17018,outage_type_2
7648,outage_type_2
15589,outage_type_2
7560,outage_type_2
4243,outage_type_2
8966,outage_type_2
17333,outage_type_2
14304,outage_type_2
16511,outage_type_4
16641,outage_type_2
13910,outage_type_2
7846,outage_type_2
12175,outage_type_2
1460,outage_type_2
11854,outage_type_2
13846,outage_type_2
11750,outage_type_2
17725,outage_type_2
9660,outage_type_2
9299,outage_type_2
289,outage_type_4
5218,outage_type_2
2461,outage_type_2
11326,outage_type_1
8745,outage_type_2
8376,outage_type_2
13483,outage_type_2
7612,outage_type_2
1218,outage_type_2
6598,outage_type_2
9318,outage_type_2
10830,outage_type_1
1183,outage_type_2
17564,outage_type_2
15165,outage_type_2
17347,outage_type_2
13747,outage_type_2
18063,outage_type_2
17162,outage_type_2
11477,outage_type_2
5229,outage_type_2
3395,outage_type_2
6523,outage_type_2
16504,outage_type_2
14323,outage_type_2
13309,outage_type_2
11856,outage_type_2
353,outage_type_2
10371,outage_type_2
2272,outage_type_2
15052,outage_type_2
6022,outage_type_2
8260,outage_type_2
10668,outage_type_4
11748,outage_type_2
9547,outage_type_2
9866,outage_type_2
3282,outage_type_2
2595,outage_type_2
4872,outage_type_2
8772,outage_type_2
10441,outage_type_2
7402,outage_type_2
12880,outage_type_2
13130,outage_type_2
1657,outage_type_2
16104,outage_type_2
9015,outage_type_2
7773,outage_type_2
2009,outage_type_2
9044,outage_type_2
13958,outage_type_2
10388,outage_type_2
12922,outage_type_2
14936,outage_type_2
5539,outage_type_2
829,outage_type_2
17818,outage_type_2
4110,outage_type_4
8818,outage_type_2
3089,outage_type_2
11340,outage_type_4
12256,outage_type_2
12871,outage_type_2
4811,outage_type_2
17388,outage_type_2
9593,outage_type_2
12543,outage_type_2
5651,outage_type_4
6925,outage_type_2
8843,outage_type_2
1917,outage_type_2
9530,outage_type_2
6106,outage_type_2
7680,outage_type_2
3686,outage_type_2
16839,outage_type_2
8713,outage_type_2
7246,outage_type_2
842,outage_type_2
16459,outage_type_2
6843,outage_type_2
9515,outage_type_2
3022,outage_type_2
13016,outage_type_2
4631,outage_type_2
2270,outage_type_2
6714,outage_type_2
213,outage_type_2
9817,outage_type_2
374,outage_type_2
18041,outage_type_2
16946,outage_type_2
14594,outage_type_2
12217,outage_type_2
272,outage_type_2
8602,outage_type_2
8564,outage_type_2
10769,outage_type_2
13468,outage_type_2
8409,outage_type_2
11080,outage_type_2
1085,outage_type_2
8754,outage_type_2
1242,outage_type_2
7593,outage_type_2
11254,outage_type_2
18169,outage_type_2
885,outage_type_2
8451,outage_type_2
9175,outage_type_2
14642,outage_type_2
11043,outage_type_2
16434,outage_type_2
197,outage_type_4
11168,outage_type_4
4295,outage_type_4
9756,outage_type_2
7117,outage_type_2
13658,outage_type_2
3091,outage_type_2
13918,outage_type_2
15490,outage_type_2
15793,outage_type_2
10266,outage_type_4
3555,outage_type_2
5336,outage_type_2
15405,outage_type_2
14582,outage_type_2
9326,outage_type_2
3204,outage_type_2
10644,outage_type_2
4648,outage_type_2
16100,outage_type_2
16247,outage_type_2
11470,outage_type_2
2628,outage_type_2
16746,outage_type_2
13769,outage_type_2
9327,outage_type_2
10119,outage_type_2
3205,outage_type_2
4159,outage_type_2
6685,outage_type_2
12728,outage_type_2
10700,outage_type_2
2889,outage_type_2
18059,outage_type_2
1699,outage_type_2
15292,outage_type_2
5868,outage_type_2
2730,outage_type_2
12158,outage_type_2
18341,outage_type_2
15724,outage_type_2
5116,outage_type_2
10487,outage_type_2
852,outage_type_2
10909,outage_type_4
12752,outage_type_2
16996,outage_type_2
14745,outage_type_2
899,outage_type_2
4398,outage_type_2
16898,outage_type_2
7232,outage_type_2
7212,outage_type_2
1083,outage_type_2
14962,outage_type_2
14428,outage_type_2
9713,outage_type_2
12138,outage_type_2
16036,outage_type_2
7276,outage_type_2
11951,outage_type_2
4842,outage_type_2
8278,outage_type_2
9543,outage_type_2
15667,outage_type_2
966,outage_type_2
10162,outage_type_2
3221,outage_type_4
2410,outage_type_1
16472,outage_type_1
4424,outage_type_1
8155,outage_type_4
6723,outage_type_2
17349,outage_type_2
12298,outage_type_4
9897,outage_type_2
1419,outage_type_2
5670,outage_type_4
12154,outage_type_2
15078,outage_type_2
7647,outage_type_2
9584,outage_type_2
9267,outage_type_2
7901,outage_type_4
17669,outage_type_2
14321,outage_type_2
10057,outage_type_2
13577,outage_type_2
5878,outage_type_4
17392,outage_type_2
15466,outage_type_2
6993,outage_type_2
8423,outage_type_2
4242,outage_type_2
18381,outage_type_2
11455,outage_type_2
6696,outage_type_2
6758,outage_type_2
14707,outage_type_4
7379,outage_type_2
5869,outage_type_2
15778,outage_type_2
14049,outage_type_2
17656,outage_type_2
4527,outage_type_4
15919,outage_type_2
8069,outage_type_2
12281,outage_type_2
18183,outage_type_1
1830,outage_type_4
7683,outage_type_2
5498,outage_type_2
1011,outage_type_4
3866,outage_type_2
2697,outage_type_2
962,outage_type_2
17373,outage_type_2
10401,outage_type_4
3744,outage_type_2
5639,outage_type_2
14084,outage_type_2
4240,outage_type_2
14643,outage_type_2
8322,outage_type_2
6196,outage_type_2
11393,outage_type_2
11381,outage_type_2
16674,outage_type_2
6302,outage_type_2
12066,outage_type_2
1340,outage_type_2
16977,outage_type_2
717,outage_type_4
7778,outage_type_2
13457,outage_type_2
10357,outage_type_2
18014,outage_type_2
7672,outage_type_2
7224,outage_type_4
7426,outage_type_4
1188,outage_type_2
11550,outage_type_2
6082,outage_type_1
12875,outage_type_1
1763,outage_type_4
11844,outage_type_1
17857,outage_type_1
13711,outage_type_2
4691,outage_type_1
16970,outage_type_2
18547,outage_type_2
6536,outage_type_2
5364,outage_type_2
149,outage_type_2
8954,outage_type_1
15290,outage_type_2
7670,outage_type_2
6156,outage_type_2
6583,outage_type_2
15698,outage_type_2
9929,outage_type_2
4723,outage_type_2
5096,outage_type_4
17231,outage_type_2
14831,outage_type_2
16112,outage_type_2
9662,outage_type_2
1488,outage_type_2
16262,outage_type_2
11476,outage_type_2
9405,outage_type_2
8874,outage_type_2
12447,outage_type_2
4256,outage_type_2
5935,outage_type_2
11034,outage_type_2
6098,outage_type_4
11196,outage_type_2
11866,outage_type_2
6828,outage_type_2
13666,outage_type_2
4939,outage_type_2
11642,outage_type_2
17927,outage_type_2
3637,outage_type_2
10953,outage_type_2
1119,outage_type_2
7937,outage_type_2
2593,outage_type_1
3131,outage_type_2
15797,outage_type_2
626,outage_type_2
29,outage_type_2
4593,outage_type_2
10564,outage_type_2
13030,outage_type_2
7943,outage_type_2
10369,outage_type_2
12540,outage_type_2
7167,outage_type_2
13983,outage_type_2
14960,outage_type_2
8907,outage_type_2
17603,outage_type_2
8285,outage_type_2
204,outage_type_2
17978,outage_type_2
14813,outage_type_2
1312,outage_type_2
18371,outage_type_2
17536,outage_type_2
8799,outage_type_2
8951,outage_type_2
1212,outage_type_2
95,outage_type_2
8416,outage_type_2
9833,outage_type_2
13892,outage_type_2
14823,outage_type_2
12578,outage_type_2
8067,outage_type_2
2947,outage_type_2
5713,outage_type_2
13119,outage_type_2
9187,outage_type_2
2000,outage_type_2
4952,outage_type_2
1707,outage_type_2
18319,outage_type_2
17040,outage_type_2
5661,outage_type_2
2139,outage_type_2
17169,outage_type_2
11752,outage_type_2
16578,outage_type_2
146,outage_type_2
12237,outage_type_1
10396,outage_type_2
17596,outage_type_2
4771,outage_type_2
3147,outage_type_2
7293,outage_type_2
10122,outage_type_2
9882,outage_type_2
15408,outage_type_2
1403,outage_type_2
13387,outage_type_2
15694,outage_type_2
11227,outage_type_2
13098,outage_type_2
179,outage_type_2
15468,outage_type_2
9246,outage_type_2
10168,outage_type_2
1208,outage_type_2
18182,outage_type_2
7803,outage_type_2
207,outage_type_2
7852,outage_type_2
3962,outage_type_2
5560,outage_type_2
1777,outage_type_2
14142,outage_type_2
5369,outage_type_2
17121,outage_type_2
2420,outage_type_2
303,outage_type_2
13817,outage_type_2
1167,outage_type_2
7877,outage_type_2
5876,outage_type_2
9723,outage_type_2
8509,outage_type_2
8803,outage_type_2
7496,outage_type_2
4391,outage_type_2
7086,outage_type_2
2978,outage_type_2
5044,outage_type_2
12850,outage_type_2
14164,outage_type_2
603,outage_type_2
1742,outage_type_2
10946,outage_type_2
2681,outage_type_2
14349,outage_type_2
5001,outage_type_2
17361,outage_type_2
4877,outage_type_2
8398,outage_type_2
17594,outage_type_2
11759,outage_type_2
2777,outage_type_2
15178,outage_type_2
6969,outage_type_2
15873,outage_type_2
2074,outage_type_2
12637,outage_type_2
12262,outage_type_2
5816,outage_type_2
14554,outage_type_2
4530,outage_type_2
2156,outage_type_2
4154,outage_type_2
14036,outage_type_2
4363,outage_type_2
6174,outage_type_2
4374,outage_type_2
13989,outage_type_2
15923,outage_type_2
12718,outage_type_2
826,outage_type_2
1160,outage_type_2
4034,outage_type_2
10350,outage_type_2
1328,outage_type_2
1885,outage_type_2
13977,outage_type_2
1921,outage_type_2
16575,outage_type_2
4757,outage_type_2
3617,outage_type_1
1606,outage_type_2
9064,outage_type_2
17170,outage_type_2
168,outage_type_2
17877,outage_type_2
3833,outage_type_2
8157,outage_type_2
7060,outage_type_2
8767,outage_type_2
536,outage_type_2
8531,outage_type_2
4835,outage_type_2
5616,outage_type_2
6968,outage_type_2
1518,outage_type_2
2444,outage_type_2
435,outage_type_2
14736,outage_type_2
7692,outage_type_2
331,outage_type_2
6126,outage_type_2
6079,outage_type_2
17634,outage_type_2
5208,outage_type_2
16701,outage_type_2
12114,outage_type_2
11838,outage_type_2
11045,outage_type_2
6204,outage_type_2
16029,outage_type_2
10805,outage_type_4
15700,outage_type_2
14746,outage_type_2
1165,outage_type_2
3119,outage_type_2
11504,outage_type_2
6830,outage_type_2
17832,outage_type_2
12085,outage_type_2
13386,outage_type_2
12319,outage_type_2
4764,outage_type_2
4223,outage_type_2
15175,outage_type_2
7093,outage_type_2
16995,outage_type_2
8325,outage_type_2
2511,outage_type_2
98,outage_type_2
382,outage_type_2
2333,outage_type_2
11331,outage_type_2
2138,outage_type_2
8026,outage_type_2
16365,outage_type_2
3529,outage_type_2
763,outage_type_2
15701,outage_type_2
318,outage_type_2
6578,outage_type_2
7765,outage_type_2
1927,outage_type_1
10425,outage_type_1
9550,outage_type_1
4097,outage_type_1
6643,outage_type_1
15889,outage_type_1
15338,outage_type_1
1230,outage_type_1
11841,outage_type_2
792,outage_type_2
9669,outage_type_2
9449,outage_type_2
3227,outage_type_2
10949,outage_type_2
7411,outage_type_2
14501,outage_type_4
10975,outage_type_2
1434,outage_type_4
2403,outage_type_2
9785,outage_type_2
4443,outage_type_2
12621,outage_type_2
11907,outage_type_2
8922,outage_type_2
2436,outage_type_2
4397,outage_type_2
12778,outage_type_2
5317,outage_type_1
13791,outage_type_2
13622,outage_type_2
1691,outage_type_2
7567,outage_type_2
15454,outage_type_2
14364,outage_type_2
4296,outage_type_2
11813,outage_type_2
4645,outage_type_2
12548,outage_type_2
9561,outage_type_2
11079,outage_type_2
11958,outage_type_2
9210,outage_type_2
10872,outage_type_2
17174,outage_type_2
1714,outage_type_2
17675,outage_type_2
9417,outage_type_2
10245,outage_type_2
14062,outage_type_2
5005,outage_type_2
9875,outage_type_2
18185,outage_type_2
5941,outage_type_2
7209,outage_type_2
18266,outage_type_2
14797,outage_type_2
6917,outage_type_2
10510,outage_type_2
10773,outage_type_2
2077,outage_type_2
7467,outage_type_2
16217,outage_type_4
3566,outage_type_4
14517,outage_type_2
13737,outage_type_2
5747,outage_type_2
10255,outage_type_2
1033,outage_type_2
16769,outage_type_2
515,outage_type_2
7204,outage_type_2
10270,outage_type_4
9571,outage_type_2
4804,outage_type_2
14619,outage_type_2
2533,outage_type_2
11548,outage_type_1
8262,outage_type_2
13124,outage_type_2
8814,outage_type_2
3832,outage_type_2
15579,outage_type_2
14245,outage_type_2
1265,outage_type_2
7965,outage_type_2
3517,outage_type_2
5943,outage_type_2
5240,outage_type_2
16160,outage_type_2
7278,outage_type_2
17127,outage_type_2
12676,outage_type_2
1049,outage_type_2
6308,outage_type_2
11551,outage_type_1
6778,outage_type_1
1593,outage_type_1
15661,outage_type_1
4054,outage_type_2
12614,outage_type_1
12732,outage_type_1
17375,outage_type_2
1136,outage_type_2
5307,outage_type_2
3486,outage_type_2
10010,outage_type_2
8150,outage_type_2
314,outage_type_2
9539,outage_type_2
13500,outage_type_2
5884,outage_type_2
2307,outage_type_2
14607,outage_type_2
16464,outage_type_2
5010,outage_type_2
10908,outage_type_2
17522,outage_type_2
243,outage_type_2
16326,outage_type_2
2462,outage_type_2
13503,outage_type_2
1626,outage_type_2
13922,outage_type_1
102,outage_type_2
3600,outage_type_2
9468,outage_type_2
5171,outage_type_2
7424,outage_type_2
5198,outage_type_2
30,outage_type_2
17880,outage_type_2
1454,outage_type_2
17871,outage_type_2
16132,outage_type_2
13250,outage_type_1
1638,outage_type_2
3997,outage_type_2
1229,outage_type_2
16973,outage_type_2
5308,outage_type_2
668,outage_type_2
8479,outage_type_2
13740,outage_type_2
17168,outage_type_2
15839,outage_type_2
14971,outage_type_2
3830,outage_type_2
10114,outage_type_2
14892,outage_type_2
5490,outage_type_2
2952,outage_type_2
15049,outage_type_2
11530,outage_type_2
5088,outage_type_2
8671,outage_type_2
14383,outage_type_1
3257,outage_type_2
7045,outage_type_2
15351,outage_type_1
14638,outage_type_2
12581,outage_type_4
17123,outage_type_2
16875,outage_type_2
14613,outage_type_4
8189,outage_type_2
18386,outage_type_2
6370,outage_type_2
15894,outage_type_2
3631,outage_type_2
14951,outage_type_2
11852,outage_type_2
7938,outage_type_2
15902,outage_type_2
3015,outage_type_2
13942,outage_type_1
12001,outage_type_2
8862,outage_type_2
1844,outage_type_2
6173,outage_type_2
16300,outage_type_2
2204,outage_type_2
6906,outage_type_2
10638,outage_type_2
10764,outage_type_2
1066,outage_type_2
17783,outage_type_2
8884,outage_type_2
1016,outage_type_2
3595,outage_type_2
5448,outage_type_4
13671,outage_type_2
10267,outage_type_1
4133,outage_type_2
4248,outage_type_1
11235,outage_type_1
6275,outage_type_1
9627,outage_type_1
6392,outage_type_5
14130,outage_type_1
17378,outage_type_4
4347,outage_type_4
