id,broadband_type
13163,broadband_type_2
1289,broadband_type_2
13456,broadband_type_2
11806,broadband_type_2
10143,broadband_type_2
6825,broadband_type_2
9131,broadband_type_2
17809,broadband_type_2
3452,broadband_type_2
4541,broadband_type_2
11601,broadband_type_2
2207,broadband_type_2
10976,broadband_type_2
5149,broadband_type_2
15892,broadband_type_2
13775,broadband_type_2
8013,broadband_type_2
2746,broadband_type_2
5813,broadband_type_2
5813,broadband_type_8
2171,broadband_type_2
3226,broadband_type_2
4132,broadband_type_2
6542,broadband_type_2
14485,broadband_type_2
14485,broadband_type_8
16727,broadband_type_2
9811,broadband_type_2
17468,broadband_type_2
2418,broadband_type_2
12776,broadband_type_2
12288,broadband_type_2
14775,broadband_type_8
2186,broadband_type_2
2757,broadband_type_2
1953,broadband_type_2
18163,broadband_type_2
6043,broadband_type_2
2146,broadband_type_2
7412,broadband_type_2
16186,broadband_type_2
4010,broadband_type_2
13835,broadband_type_2
11802,broadband_type_2
469,broadband_type_2
13415,broadband_type_2
14316,broadband_type_2
11197,broadband_type_2
10242,broadband_type_2
17980,broadband_type_2
6700,broadband_type_2
16158,broadband_type_2
9863,broadband_type_2
10749,broadband_type_2
9321,broadband_type_2
16886,broadband_type_2
12201,broadband_type_2
16427,broadband_type_2
11143,broadband_type_2
16601,broadband_type_2
9977,broadband_type_2
16152,broadband_type_2
15462,broadband_type_2
12781,broadband_type_2
12016,broadband_type_2
1051,broadband_type_2
14622,broadband_type_2
276,broadband_type_2
2087,broadband_type_2
4354,broadband_type_2
1020,broadband_type_2
18292,broadband_type_2
14486,broadband_type_2
16444,broadband_type_8
6856,broadband_type_2
1029,broadband_type_2
10353,broadband_type_2
2330,broadband_type_2
2600,broadband_type_2
9204,broadband_type_2
5811,broadband_type_2
656,broadband_type_2
16636,broadband_type_2
17838,broadband_type_2
7251,broadband_type_2
10184,broadband_type_2
16487,broadband_type_2
1888,broadband_type_2
3496,broadband_type_2
3948,broadband_type_2
496,broadband_type_2
7702,broadband_type_2
11066,broadband_type_2
3599,broadband_type_2
11619,broadband_type_2
17728,broadband_type_2
1617,broadband_type_2
10474,broadband_type_2
8562,broadband_type_2
75,broadband_type_2
13280,broadband_type_2
15315,broadband_type_2
2510,broadband_type_2
7891,broadband_type_2
16343,broadband_type_2
2152,broadband_type_2
17291,broadband_type_2
945,broadband_type_2
2641,broadband_type_2
8055,broadband_type_2
9556,broadband_type_2
788,broadband_type_2
974,broadband_type_2
17093,broadband_type_2
4554,broadband_type_8
16493,broadband_type_2
16858,broadband_type_2
4482,broadband_type_2
5983,broadband_type_2
6127,broadband_type_2
2803,broadband_type_2
14043,broadband_type_2
14452,broadband_type_2
4247,broadband_type_2
2802,broadband_type_2
10472,broadband_type_2
18380,broadband_type_2
11566,broadband_type_2
16997,broadband_type_2
5296,broadband_type_2
646,broadband_type_2
4028,broadband_type_2
5925,broadband_type_2
579,broadband_type_2
9991,broadband_type_2
3406,broadband_type_2
18219,broadband_type_2
11950,broadband_type_2
7051,broadband_type_2
2684,broadband_type_2
9969,broadband_type_2
49,broadband_type_2
9376,broadband_type_2
11072,broadband_type_2
10495,broadband_type_2
11959,broadband_type_2
13344,broadband_type_2
12570,broadband_type_2
14786,broadband_type_2
6476,broadband_type_2
14935,broadband_type_2
14208,broadband_type_2
9436,broadband_type_2
14175,broadband_type_8
14175,broadband_type_2
11618,broadband_type_2
12013,broadband_type_2
3950,broadband_type_2
17800,broadband_type_2
12100,broadband_type_2
5158,broadband_type_2
10683,broadband_type_2
2020,broadband_type_8
2020,broadband_type_2
2933,broadband_type_2
7243,broadband_type_2
15775,broadband_type_2
7330,broadband_type_2
9269,broadband_type_2
12011,broadband_type_2
3987,broadband_type_2
9302,broadband_type_2
11387,broadband_type_2
17782,broadband_type_2
13848,broadband_type_2
849,broadband_type_2
5700,broadband_type_2
15647,broadband_type_2
12667,broadband_type_2
4327,broadband_type_2
3685,broadband_type_2
13336,broadband_type_2
18480,broadband_type_2
380,broadband_type_2
2306,broadband_type_2
12512,broadband_type_2
11891,broadband_type_2
7178,broadband_type_2
3310,broadband_type_2
17253,broadband_type_2
9784,broadband_type_2
13587,broadband_type_2
12076,broadband_type_2
13001,broadband_type_2
3026,broadband_type_2
15361,broadband_type_2
5939,broadband_type_2
15982,broadband_type_2
2323,broadband_type_2
5261,broadband_type_2
1301,broadband_type_2
2422,broadband_type_2
7453,broadband_type_2
11300,broadband_type_2
18531,broadband_type_2
10566,broadband_type_2
123,broadband_type_8
123,broadband_type_2
14738,broadband_type_2
15712,broadband_type_2
6879,broadband_type_2
16632,broadband_type_2
10138,broadband_type_2
16272,broadband_type_2
8842,broadband_type_2
15957,broadband_type_2
1827,broadband_type_2
9337,broadband_type_2
2942,broadband_type_2
9608,broadband_type_2
8869,broadband_type_2
4794,broadband_type_2
971,broadband_type_2
16784,broadband_type_2
8622,broadband_type_2
13481,broadband_type_2
9973,broadband_type_2
13014,broadband_type_2
9562,broadband_type_2
14069,broadband_type_2
14069,broadband_type_8
11647,broadband_type_2
18128,broadband_type_2
14551,broadband_type_2
54,broadband_type_2
3099,broadband_type_2
9508,broadband_type_2
14784,broadband_type_2
4020,broadband_type_2
5565,broadband_type_2
4737,broadband_type_2
5284,broadband_type_2
7920,broadband_type_2
17426,broadband_type_2
8320,broadband_type_2
6767,broadband_type_2
14066,broadband_type_2
205,broadband_type_2
17153,broadband_type_2
5618,broadband_type_2
14624,broadband_type_2
18062,broadband_type_2
15581,broadband_type_2
15082,broadband_type_2
13194,broadband_type_2
327,broadband_type_2
8107,broadband_type_2
976,broadband_type_2
17500,broadband_type_2
13990,broadband_type_2
6312,broadband_type_2
10450,broadband_type_2
13345,broadband_type_2
18401,broadband_type_2
17678,broadband_type_2
4025,broadband_type_2
3612,broadband_type_2
12164,broadband_type_2
8742,broadband_type_2
3028,broadband_type_2
13181,broadband_type_2
15840,broadband_type_2
13797,broadband_type_2
2886,broadband_type_2
16446,broadband_type_2
9238,broadband_type_2
541,broadband_type_2
4966,broadband_type_2
10601,broadband_type_2
13921,broadband_type_2
5069,broadband_type_2
14609,broadband_type_2
3125,broadband_type_2
10418,broadband_type_2
5085,broadband_type_2
8317,broadband_type_2
7221,broadband_type_2
2870,broadband_type_2
13158,broadband_type_2
6135,broadband_type_2
8631,broadband_type_2
6625,broadband_type_2
4298,broadband_type_2
10679,broadband_type_2
4597,broadband_type_2
14219,broadband_type_2
14075,broadband_type_2
13315,broadband_type_2
6132,broadband_type_2
7679,broadband_type_2
5636,broadband_type_2
16002,broadband_type_2
2971,broadband_type_2
9674,broadband_type_2
14398,broadband_type_2
7687,broadband_type_2
2753,broadband_type_2
15866,broadband_type_2
815,broadband_type_2
5270,broadband_type_2
6820,broadband_type_2
17556,broadband_type_2
17885,broadband_type_2
8249,broadband_type_2
10457,broadband_type_2
6911,broadband_type_2
6911,broadband_type_8
607,broadband_type_8
607,broadband_type_2
1427,broadband_type_8
1427,broadband_type_2
7590,broadband_type_8
7590,broadband_type_2
16962,broadband_type_2
9873,broadband_type_2
16166,broadband_type_2
4359,broadband_type_2
3909,broadband_type_2
12183,broadband_type_2
2750,broadband_type_2
7771,broadband_type_2
5668,broadband_type_2
15268,broadband_type_2
18052,broadband_type_2
785,broadband_type_2
16960,broadband_type_2
16704,broadband_type_2
18246,broadband_type_2
3932,broadband_type_2
4615,broadband_type_2
3440,broadband_type_2
7525,broadband_type_2
17499,broadband_type_2
9625,broadband_type_2
14454,broadband_type_2
5787,broadband_type_2
9111,broadband_type_2
13598,broadband_type_2
3841,broadband_type_2
6999,broadband_type_2
11303,broadband_type_2
1636,broadband_type_2
16964,broadband_type_2
1808,broadband_type_2
12204,broadband_type_2
13993,broadband_type_2
12912,broadband_type_2
3311,broadband_type_2
3207,broadband_type_2
18094,broadband_type_2
8820,broadband_type_2
5239,broadband_type_2
16466,broadband_type_2
14210,broadband_type_2
16619,broadband_type_2
14156,broadband_type_2
5862,broadband_type_2
3435,broadband_type_2
2972,broadband_type_2
111,broadband_type_2
15928,broadband_type_2
4442,broadband_type_2
6323,broadband_type_2
15372,broadband_type_2
13891,broadband_type_2
16883,broadband_type_2
17222,broadband_type_2
12923,broadband_type_2
14094,broadband_type_2
11710,broadband_type_8
11710,broadband_type_2
1097,broadband_type_2
18165,broadband_type_2
18340,broadband_type_2
12777,broadband_type_2
10130,broadband_type_2
3778,broadband_type_2
14270,broadband_type_2
9003,broadband_type_2
15637,broadband_type_2
11422,broadband_type_2
4918,broadband_type_2
3334,broadband_type_2
8413,broadband_type_2
5578,broadband_type_2
8824,broadband_type_2
13339,broadband_type_2
15896,broadband_type_2
12372,broadband_type_2
13008,broadband_type_2
8024,broadband_type_2
15887,broadband_type_2
7139,broadband_type_2
10858,broadband_type_2
5848,broadband_type_2
188,broadband_type_2
2059,broadband_type_2
7365,broadband_type_8
6731,broadband_type_2
16646,broadband_type_2
3200,broadband_type_2
6228,broadband_type_2
4696,broadband_type_2
5520,broadband_type_2
16134,broadband_type_2
4570,broadband_type_2
15619,broadband_type_2
9473,broadband_type_2
88,broadband_type_2
5767,broadband_type_2
6630,broadband_type_2
17666,broadband_type_2
16094,broadband_type_2
18042,broadband_type_2
3357,broadband_type_2
11463,broadband_type_2
2492,broadband_type_2
14859,broadband_type_2
13603,broadband_type_2
8588,broadband_type_2
15748,broadband_type_2
5718,broadband_type_2
2368,broadband_type_2
2368,broadband_type_8
16448,broadband_type_2
8672,broadband_type_2
2311,broadband_type_8
2311,broadband_type_2
5361,broadband_type_2
13516,broadband_type_2
1333,broadband_type_2
7685,broadband_type_2
6923,broadband_type_2
1355,broadband_type_2
7419,broadband_type_2
724,broadband_type_2
15931,broadband_type_2
14295,broadband_type_2
7629,broadband_type_2
2899,broadband_type_2
11306,broadband_type_2
5092,broadband_type_2
10213,broadband_type_8
15446,broadband_type_2
2066,broadband_type_2
6248,broadband_type_2
17824,broadband_type_2
13392,broadband_type_2
11905,broadband_type_2
3624,broadband_type_2
5036,broadband_type_2
15035,broadband_type_2
1227,broadband_type_2
9129,broadband_type_2
9987,broadband_type_2
11360,broadband_type_2
18542,broadband_type_2
6274,broadband_type_2
9043,broadband_type_2
11952,broadband_type_2
8808,broadband_type_2
344,broadband_type_2
8138,broadband_type_2
13462,broadband_type_2
16950,broadband_type_2
6408,broadband_type_2
17007,broadband_type_2
2006,broadband_type_2
17858,broadband_type_2
16043,broadband_type_2
13534,broadband_type_2
618,broadband_type_2
9261,broadband_type_2
12843,broadband_type_2
13240,broadband_type_2
12849,broadband_type_2
1131,broadband_type_2
549,broadband_type_2
13033,broadband_type_2
2640,broadband_type_2
14982,broadband_type_2
11656,broadband_type_2
273,broadband_type_2
889,broadband_type_2
13433,broadband_type_2
932,broadband_type_2
13165,broadband_type_2
6130,broadband_type_2
2512,broadband_type_2
5721,broadband_type_2
17018,broadband_type_2
7648,broadband_type_2
15589,broadband_type_2
7560,broadband_type_2
4243,broadband_type_2
8966,broadband_type_2
17333,broadband_type_2
14304,broadband_type_2
16511,broadband_type_2
16641,broadband_type_2
13910,broadband_type_2
7846,broadband_type_2
12175,broadband_type_2
1460,broadband_type_2
11854,broadband_type_2
13846,broadband_type_2
11750,broadband_type_2
17725,broadband_type_2
9660,broadband_type_2
9299,broadband_type_8
289,broadband_type_2
5218,broadband_type_2
2461,broadband_type_2
11326,broadband_type_2
8745,broadband_type_2
8376,broadband_type_2
13483,broadband_type_2
7612,broadband_type_2
1218,broadband_type_2
6598,broadband_type_2
9318,broadband_type_2
10830,broadband_type_8
10830,broadband_type_2
1183,broadband_type_2
17564,broadband_type_2
15165,broadband_type_2
17347,broadband_type_2
13747,broadband_type_2
18063,broadband_type_2
17162,broadband_type_2
11477,broadband_type_2
5229,broadband_type_2
3395,broadband_type_2
6523,broadband_type_2
16504,broadband_type_2
14323,broadband_type_2
13309,broadband_type_2
11856,broadband_type_2
353,broadband_type_2
10371,broadband_type_2
2272,broadband_type_2
15052,broadband_type_2
6022,broadband_type_2
8260,broadband_type_2
10668,broadband_type_2
11748,broadband_type_2
9547,broadband_type_2
9866,broadband_type_2
3282,broadband_type_2
2595,broadband_type_2
4872,broadband_type_2
8772,broadband_type_2
10441,broadband_type_2
7402,broadband_type_2
12880,broadband_type_2
13130,broadband_type_2
1657,broadband_type_2
16104,broadband_type_2
9015,broadband_type_2
7773,broadband_type_2
2009,broadband_type_2
9044,broadband_type_2
13958,broadband_type_2
10388,broadband_type_2
12922,broadband_type_2
14936,broadband_type_2
5539,broadband_type_2
829,broadband_type_2
17818,broadband_type_2
4110,broadband_type_2
8818,broadband_type_2
3089,broadband_type_2
11340,broadband_type_2
12256,broadband_type_2
12871,broadband_type_2
4811,broadband_type_2
17388,broadband_type_2
9593,broadband_type_2
12543,broadband_type_2
5651,broadband_type_2
6925,broadband_type_2
8843,broadband_type_2
1917,broadband_type_2
9530,broadband_type_2
6106,broadband_type_2
7680,broadband_type_2
3686,broadband_type_2
16839,broadband_type_2
8713,broadband_type_2
7246,broadband_type_2
842,broadband_type_2
16459,broadband_type_2
6843,broadband_type_2
9515,broadband_type_2
3022,broadband_type_2
13016,broadband_type_2
4631,broadband_type_2
2270,broadband_type_8
2270,broadband_type_2
6714,broadband_type_2
213,broadband_type_2
9817,broadband_type_2
374,broadband_type_2
18041,broadband_type_2
16946,broadband_type_2
14594,broadband_type_2
12217,broadband_type_2
272,broadband_type_2
8602,broadband_type_2
8564,broadband_type_2
10769,broadband_type_2
13468,broadband_type_2
8409,broadband_type_2
11080,broadband_type_2
1085,broadband_type_2
8754,broadband_type_2
1242,broadband_type_2
7593,broadband_type_2
11254,broadband_type_2
18169,broadband_type_2
885,broadband_type_2
8451,broadband_type_2
9175,broadband_type_2
14642,broadband_type_2
11043,broadband_type_2
16434,broadband_type_2
197,broadband_type_2
11168,broadband_type_2
4295,broadband_type_2
9756,broadband_type_2
7117,broadband_type_2
13658,broadband_type_2
3091,broadband_type_2
13918,broadband_type_2
15490,broadband_type_2
15793,broadband_type_2
10266,broadband_type_2
3555,broadband_type_2
5336,broadband_type_2
15405,broadband_type_2
14582,broadband_type_2
9326,broadband_type_2
3204,broadband_type_2
10644,broadband_type_2
4648,broadband_type_2
16100,broadband_type_2
16247,broadband_type_2
11470,broadband_type_2
2628,broadband_type_2
16746,broadband_type_2
13769,broadband_type_2
9327,broadband_type_2
10119,broadband_type_2
3205,broadband_type_2
4159,broadband_type_2
6685,broadband_type_2
12728,broadband_type_2
10700,broadband_type_2
2889,broadband_type_2
18059,broadband_type_2
1699,broadband_type_2
15292,broadband_type_2
5868,broadband_type_2
2730,broadband_type_2
12158,broadband_type_2
18341,broadband_type_2
15724,broadband_type_2
5116,broadband_type_2
10487,broadband_type_2
852,broadband_type_2
10909,broadband_type_2
12752,broadband_type_2
16996,broadband_type_2
14745,broadband_type_2
899,broadband_type_2
4398,broadband_type_2
16898,broadband_type_2
7232,broadband_type_2
7212,broadband_type_2
1083,broadband_type_2
14962,broadband_type_2
14428,broadband_type_2
9713,broadband_type_2
12138,broadband_type_2
16036,broadband_type_2
7276,broadband_type_2
11951,broadband_type_2
4842,broadband_type_2
8278,broadband_type_2
9543,broadband_type_2
15667,broadband_type_2
966,broadband_type_2
10162,broadband_type_2
3221,broadband_type_7
2410,broadband_type_2
16472,broadband_type_2
4424,broadband_type_2
4424,broadband_type_8
8155,broadband_type_2
6723,broadband_type_2
17349,broadband_type_2
12298,broadband_type_2
9897,broadband_type_2
1419,broadband_type_2
5670,broadband_type_2
12154,broadband_type_2
15078,broadband_type_2
7647,broadband_type_2
9584,broadband_type_2
9267,broadband_type_2
7901,broadband_type_2
17669,broadband_type_2
14321,broadband_type_2
10057,broadband_type_2
13577,broadband_type_2
5878,broadband_type_2
17392,broadband_type_2
15466,broadband_type_2
6993,broadband_type_2
8423,broadband_type_2
4242,broadband_type_2
18381,broadband_type_2
11455,broadband_type_2
6696,broadband_type_2
6758,broadband_type_2
14707,broadband_type_2
7379,broadband_type_2
5869,broadband_type_2
15778,broadband_type_2
14049,broadband_type_2
17656,broadband_type_2
4527,broadband_type_2
15919,broadband_type_2
8069,broadband_type_2
12281,broadband_type_2
18183,broadband_type_8
1830,broadband_type_2
7683,broadband_type_2
5498,broadband_type_2
1011,broadband_type_2
3866,broadband_type_2
2697,broadband_type_2
962,broadband_type_2
17373,broadband_type_2
10401,broadband_type_2
3744,broadband_type_2
5639,broadband_type_2
14084,broadband_type_2
4240,broadband_type_2
14643,broadband_type_2
8322,broadband_type_2
6196,broadband_type_2
11393,broadband_type_2
11381,broadband_type_2
16674,broadband_type_2
6302,broadband_type_2
12066,broadband_type_2
1340,broadband_type_2
16977,broadband_type_2
717,broadband_type_2
7778,broadband_type_2
13457,broadband_type_2
10357,broadband_type_2
18014,broadband_type_2
7672,broadband_type_2
7224,broadband_type_2
7426,broadband_type_2
1188,broadband_type_2
11550,broadband_type_2
6082,broadband_type_2
12875,broadband_type_8
1763,broadband_type_2
11844,broadband_type_2
17857,broadband_type_2
17857,broadband_type_8
13711,broadband_type_2
4691,broadband_type_2
4691,broadband_type_8
16970,broadband_type_2
18547,broadband_type_2
6536,broadband_type_2
5364,broadband_type_2
149,broadband_type_2
8954,broadband_type_2
15290,broadband_type_2
7670,broadband_type_2
6156,broadband_type_2
6583,broadband_type_2
15698,broadband_type_2
9929,broadband_type_2
4723,broadband_type_2
5096,broadband_type_2
17231,broadband_type_2
14831,broadband_type_2
16112,broadband_type_2
9662,broadband_type_2
1488,broadband_type_2
16262,broadband_type_2
11476,broadband_type_2
9405,broadband_type_2
8874,broadband_type_2
12447,broadband_type_2
4256,broadband_type_2
5935,broadband_type_2
11034,broadband_type_2
6098,broadband_type_2
11196,broadband_type_2
11866,broadband_type_2
6828,broadband_type_2
13666,broadband_type_2
4939,broadband_type_2
11642,broadband_type_2
17927,broadband_type_2
3637,broadband_type_2
10953,broadband_type_2
1119,broadband_type_2
7937,broadband_type_2
2593,broadband_type_2
3131,broadband_type_2
15797,broadband_type_2
626,broadband_type_2
29,broadband_type_2
4593,broadband_type_2
10564,broadband_type_2
13030,broadband_type_2
7943,broadband_type_2
10369,broadband_type_2
12540,broadband_type_2
7167,broadband_type_2
13983,broadband_type_2
14960,broadband_type_2
8907,broadband_type_2
17603,broadband_type_2
8285,broadband_type_2
204,broadband_type_2
17978,broadband_type_2
14813,broadband_type_2
1312,broadband_type_2
18371,broadband_type_2
17536,broadband_type_2
8799,broadband_type_2
8951,broadband_type_2
1212,broadband_type_2
95,broadband_type_2
8416,broadband_type_2
9833,broadband_type_2
13892,broadband_type_2
14823,broadband_type_2
12578,broadband_type_2
8067,broadband_type_2
2947,broadband_type_2
5713,broadband_type_2
13119,broadband_type_2
9187,broadband_type_2
2000,broadband_type_2
4952,broadband_type_2
1707,broadband_type_2
18319,broadband_type_2
17040,broadband_type_2
5661,broadband_type_2
2139,broadband_type_2
17169,broadband_type_2
11752,broadband_type_2
16578,broadband_type_2
146,broadband_type_2
12237,broadband_type_8
12237,broadband_type_2
10396,broadband_type_2
17596,broadband_type_2
4771,broadband_type_2
3147,broadband_type_2
7293,broadband_type_2
10122,broadband_type_2
9882,broadband_type_2
15408,broadband_type_2
1403,broadband_type_2
13387,broadband_type_2
15694,broadband_type_2
11227,broadband_type_2
13098,broadband_type_2
179,broadband_type_2
15468,broadband_type_2
9246,broadband_type_2
10168,broadband_type_2
1208,broadband_type_2
18182,broadband_type_2
7803,broadband_type_2
207,broadband_type_2
7852,broadband_type_2
3962,broadband_type_2
5560,broadband_type_2
1777,broadband_type_2
14142,broadband_type_2
5369,broadband_type_2
17121,broadband_type_2
2420,broadband_type_2
303,broadband_type_2
13817,broadband_type_2
1167,broadband_type_2
7877,broadband_type_2
5876,broadband_type_2
9723,broadband_type_2
8509,broadband_type_2
8803,broadband_type_2
7496,broadband_type_2
4391,broadband_type_2
7086,broadband_type_2
2978,broadband_type_2
5044,broadband_type_2
12850,broadband_type_2
14164,broadband_type_2
603,broadband_type_2
1742,broadband_type_2
10946,broadband_type_2
2681,broadband_type_2
14349,broadband_type_2
5001,broadband_type_2
17361,broadband_type_2
4877,broadband_type_2
8398,broadband_type_2
17594,broadband_type_2
11759,broadband_type_2
2777,broadband_type_2
15178,broadband_type_2
6969,broadband_type_2
15873,broadband_type_2
2074,broadband_type_2
12637,broadband_type_2
12262,broadband_type_2
5816,broadband_type_2
14554,broadband_type_2
4530,broadband_type_2
2156,broadband_type_2
4154,broadband_type_2
14036,broadband_type_2
4363,broadband_type_2
6174,broadband_type_2
4374,broadband_type_2
13989,broadband_type_2
15923,broadband_type_2
12718,broadband_type_2
826,broadband_type_2
1160,broadband_type_2
4034,broadband_type_2
10350,broadband_type_2
1328,broadband_type_2
1885,broadband_type_2
13977,broadband_type_2
1921,broadband_type_2
16575,broadband_type_2
4757,broadband_type_2
3617,broadband_type_2
1606,broadband_type_2
9064,broadband_type_2
17170,broadband_type_2
168,broadband_type_2
17877,broadband_type_2
3833,broadband_type_2
8157,broadband_type_2
7060,broadband_type_2
8767,broadband_type_2
536,broadband_type_2
8531,broadband_type_2
4835,broadband_type_2
5616,broadband_type_2
6968,broadband_type_2
1518,broadband_type_2
2444,broadband_type_2
435,broadband_type_2
14736,broadband_type_2
7692,broadband_type_2
331,broadband_type_2
6126,broadband_type_2
6079,broadband_type_2
17634,broadband_type_2
5208,broadband_type_2
16701,broadband_type_2
12114,broadband_type_2
11838,broadband_type_2
11045,broadband_type_2
6204,broadband_type_2
16029,broadband_type_2
10805,broadband_type_2
15700,broadband_type_2
14746,broadband_type_2
1165,broadband_type_2
3119,broadband_type_2
11504,broadband_type_2
6830,broadband_type_2
17832,broadband_type_2
12085,broadband_type_2
13386,broadband_type_2
12319,broadband_type_2
4764,broadband_type_2
4223,broadband_type_2
15175,broadband_type_2
7093,broadband_type_2
16995,broadband_type_2
8325,broadband_type_2
2511,broadband_type_2
98,broadband_type_2
382,broadband_type_2
2333,broadband_type_2
11331,broadband_type_2
2138,broadband_type_2
8026,broadband_type_2
16365,broadband_type_2
3529,broadband_type_2
763,broadband_type_2
15701,broadband_type_2
318,broadband_type_2
6578,broadband_type_2
7765,broadband_type_2
1927,broadband_type_2
1927,broadband_type_8
10425,broadband_type_2
9550,broadband_type_8
4097,broadband_type_2
6643,broadband_type_8
6643,broadband_type_2
15889,broadband_type_8
15338,broadband_type_2
15338,broadband_type_8
1230,broadband_type_8
11841,broadband_type_2
792,broadband_type_2
9669,broadband_type_2
9449,broadband_type_2
3227,broadband_type_2
10949,broadband_type_2
7411,broadband_type_2
14501,broadband_type_2
10975,broadband_type_2
1434,broadband_type_2
2403,broadband_type_2
9785,broadband_type_2
4443,broadband_type_2
12621,broadband_type_2
11907,broadband_type_2
11907,broadband_type_8
8922,broadband_type_2
2436,broadband_type_2
4397,broadband_type_2
12778,broadband_type_2
5317,broadband_type_8
13791,broadband_type_2
13622,broadband_type_2
1691,broadband_type_2
7567,broadband_type_2
15454,broadband_type_2
14364,broadband_type_2
4296,broadband_type_2
11813,broadband_type_2
4645,broadband_type_2
12548,broadband_type_2
9561,broadband_type_2
11079,broadband_type_2
11958,broadband_type_2
9210,broadband_type_2
10872,broadband_type_2
17174,broadband_type_2
1714,broadband_type_2
17675,broadband_type_2
9417,broadband_type_2
10245,broadband_type_2
14062,broadband_type_2
5005,broadband_type_2
9875,broadband_type_2
18185,broadband_type_2
5941,broadband_type_2
7209,broadband_type_2
18266,broadband_type_2
14797,broadband_type_2
6917,broadband_type_2
10510,broadband_type_2
10773,broadband_type_2
2077,broadband_type_2
7467,broadband_type_2
16217,broadband_type_2
3566,broadband_type_2
14517,broadband_type_2
13737,broadband_type_2
5747,broadband_type_2
10255,broadband_type_2
1033,broadband_type_2
16769,broadband_type_2
515,broadband_type_2
7204,broadband_type_2
10270,broadband_type_2
9571,broadband_type_2
4804,broadband_type_2
14619,broadband_type_2
2533,broadband_type_2
11548,broadband_type_8
11548,broadband_type_2
8262,broadband_type_2
13124,broadband_type_2
8814,broadband_type_2
3832,broadband_type_2
15579,broadband_type_2
14245,broadband_type_2
1265,broadband_type_2
7965,broadband_type_2
3517,broadband_type_2
5943,broadband_type_2
5240,broadband_type_2
16160,broadband_type_2
7278,broadband_type_2
17127,broadband_type_2
12676,broadband_type_2
1049,broadband_type_2
6308,broadband_type_2
11551,broadband_type_8
6778,broadband_type_2
1593,broadband_type_2
1593,broadband_type_8
15661,broadband_type_2
15661,broadband_type_8
4054,broadband_type_8
12614,broadband_type_2
12732,broadband_type_2
12732,broadband_type_8
17375,broadband_type_2
1136,broadband_type_2
5307,broadband_type_2
3486,broadband_type_2
10010,broadband_type_2
8150,broadband_type_2
314,broadband_type_2
9539,broadband_type_2
13500,broadband_type_2
5884,broadband_type_2
2307,broadband_type_2
14607,broadband_type_2
16464,broadband_type_2
5010,broadband_type_2
10908,broadband_type_2
17522,broadband_type_2
243,broadband_type_2
16326,broadband_type_2
2462,broadband_type_2
13503,broadband_type_2
1626,broadband_type_2
13922,broadband_type_8
13922,broadband_type_2
102,broadband_type_2
3600,broadband_type_2
9468,broadband_type_2
5171,broadband_type_2
7424,broadband_type_2
5198,broadband_type_2
30,broadband_type_2
17880,broadband_type_2
1454,broadband_type_2
17871,broadband_type_2
16132,broadband_type_2
13250,broadband_type_2
13250,broadband_type_8
1638,broadband_type_2
3997,broadband_type_2
1229,broadband_type_2
16973,broadband_type_2
5308,broadband_type_2
668,broadband_type_2
8479,broadband_type_2
13740,broadband_type_2
17168,broadband_type_2
15839,broadband_type_2
14971,broadband_type_2
3830,broadband_type_2
10114,broadband_type_2
14892,broadband_type_2
5490,broadband_type_2
2952,broadband_type_2
15049,broadband_type_2
11530,broadband_type_2
5088,broadband_type_2
8671,broadband_type_2
14383,broadband_type_2
3257,broadband_type_2
7045,broadband_type_2
15351,broadband_type_2
15351,broadband_type_8
14638,broadband_type_2
12581,broadband_type_2
17123,broadband_type_2
16875,broadband_type_2
14613,broadband_type_2
8189,broadband_type_2
18386,broadband_type_2
6370,broadband_type_2
15894,broadband_type_2
3631,broadband_type_2
14951,broadband_type_2
11852,broadband_type_2
7938,broadband_type_2
15902,broadband_type_2
3015,broadband_type_2
13942,broadband_type_2
12001,broadband_type_8
8862,broadband_type_2
1844,broadband_type_2
6173,broadband_type_2
16300,broadband_type_2
2204,broadband_type_2
6906,broadband_type_2
10638,broadband_type_2
10764,broadband_type_2
1066,broadband_type_2
17783,broadband_type_2
8884,broadband_type_2
1016,broadband_type_2
3595,broadband_type_2
5448,broadband_type_2
13671,broadband_type_2
10267,broadband_type_8
4133,broadband_type_8
4248,broadband_type_2
11235,broadband_type_2
6275,broadband_type_8
6275,broadband_type_2
9627,broadband_type_8
6392,broadband_type_9
14130,broadband_type_3
14130,broadband_type_9
17378,broadband_type_3
17378,broadband_type_9
4347,broadband_type_3
4347,broadband_type_9
2079,broadband_type_9
2079,broadband_type_3
7701,broadband_type_3
16285,broadband_type_9
16285,broadband_type_3
4795,broadband_type_3
4795,broadband_type_9
953,broadband_type_3
11804,broadband_type_3
11804,broadband_type_9
17267,broadband_type_3
17267,broadband_type_9
16280,broadband_type_9
16280,broadband_type_3
17492,broadband_type_9
17492,broadband_type_3
13561,broadband_type_9
13561,broadband_type_3
13519,broadband_type_8
13519,broadband_type_2
13519,broadband_type_3
309,broadband_type_9
309,broadband_type_3
309,broadband_type_8
16855,broadband_type_9
16855,broadband_type_8
11474,broadband_type_8
11474,broadband_type_2
1001,broadband_type_2
12985,broadband_type_3
12985,broadband_type_8
1321,broadband_type_9
12754,broadband_type_9
7328,broadband_type_3
7328,broadband_type_8
13772,broadband_type_9
10654,broadband_type_9
158,broadband_type_9
12799,broadband_type_8
1619,broadband_type_9
